Area,Date,Discharged,Fatal,Hosp_require,Hosp_severe,Positive,Tested,Vaccinated_1st,Vaccinated_2nd
Yamaguchi,2020-07-13,37,0,0,0,37,2675,,
Tokushima,2020-07-13,4,1,5,0,10,1200,,
Kagawa,2020-07-13,28,0,1,0,29,2991,,
Ehime,2020-07-13,77,5,0,0,82,2678,,
Kochi,2020-07-13,71,3,1,0,75,2028,,
Fukuoka,2020-07-13,822,33,67,4,922,18029,,
Saga,2020-07-13,47,0,0,0,47,1703,,
Nagasaki,2020-07-13,16,1,9,0,26,4071,,
Kumamoto,2020-07-13,46,3,0,0,49,4456,,
Oita,2020-07-13,59,1,0,0,60,5390,,
Miyazaki,2020-07-13,17,0,1,0,20,1701,,
Kagoshima,2020-07-13,14,0,136,0,150,6949,,
Okinawa,2020-07-13,139,7,6,0,148,3177,,
Hokkaido,2020-07-14,1132,102,62,5,1296,23539,,
Aomori,2020-07-14,25,1,3,0,29,1104,,
Iwate,2020-07-14,0,0,0,0,0,1152,,
Miyagi,2020-07-14,95,1,12,0,108,4652,,
Akita,2020-07-14,16,0,0,0,16,1018,,
Yamagata,2020-07-14,70,1,3,0,73,2659,,
Fukushima,2020-07-14,82,0,2,0,84,8027,,
Ibaraki,2020-07-14,172,10,22,1,204,5854,,
Tochigi,2020-07-14,83,0,19,0,98,9645,,
Gunma,2020-07-14,134,19,4,0,156,5884,,
Saitama,2020-07-14,1129,67,334,4,1530,46737,,
Chiba,2020-07-14,947,46,169,0,1162,21193,,
Tokyo,2020-07-14,6472,325,1392,7,8189,121821,,
Kanagawa,2020-07-14,1497,98,191,8,1786,14495,,
Niigata,2020-07-14,83,0,3,0,87,5365,,
Toyama,2020-07-14,205,22,3,0,230,4319,,
Ishikawa,2020-07-14,269,27,4,1,300,2964,,
Fukui,2020-07-14,114,8,2,0,124,3726,,
Yamanashi,2020-07-14,74,1,1,0,76,6289,,
Nagano,2020-07-14,76,,3,0,79,4640,,
Gifu,2020-07-14,149,7,9,2,165,5934,,
Shizuoka,2020-07-14,82,1,13,0,96,9063,,
Aichi,2020-07-14,483,34,10,0,532,14487,,
Mie,2020-07-14,45,1,3,0,50,3107,,
Shiga,2020-07-14,100,1,5,1,106,2847,,
Kyoto,2020-07-14,382,18,56,0,456,12393,,
Osaka,2020-07-14,1806,86,153,5,2045,47608,,
Hyogo,2020-07-14,669,45,25,0,739,17192,,
Nara,2020-07-14,91,2,33,0,126,4383,,
Wakayama,2020-07-14,61,3,20,0,84,4578,,
Tottori,2020-07-14,3,0,2,0,5,2108,,
Shimane,2020-07-14,24,0,0,0,24,1291,,
Okayama,2020-07-14,26,,2,,28,2056,,
Hiroshima,2020-07-14,167,3,13,0,182,8477,,
Yamaguchi,2020-07-14,37,0,0,0,37,2739,,
Tokushima,2020-07-14,4,1,5,0,10,1227,,
Kagawa,2020-07-14,28,0,2,0,30,3045,,
Ehime,2020-07-14,77,5,0,0,82,2682,,
Kochi,2020-07-14,71,3,1,0,75,2028,,
Fukuoka,2020-07-14,827,33,64,4,924,18126,,
Saga,2020-07-14,47,0,0,0,47,1725,,
Nagasaki,2020-07-14,16,1,12,0,30,4151,,
Kumamoto,2020-07-14,46,3,0,0,49,4465,,
Oita,2020-07-14,59,1,0,0,60,5457,,
Miyazaki,2020-07-14,17,0,3,0,20,1716,,
Kagoshima,2020-07-14,30,0,125,0,155,7150,,
Okinawa,2020-07-14,141,7,4,0,148,3326,,
Hokkaido,2020-07-15,1136,102,66,5,1304,23694,,
Aomori,2020-07-15,25,1,3,0,29,1140,,
Iwate,2020-07-15,0,0,0,0,0,1189,,
Miyagi,2020-07-15,100,1,9,0,110,4748,,
Akita,2020-07-15,16,0,0,0,16,1023,,
Yamagata,2020-07-15,70,1,4,0,74,2674,,
Fukushima,2020-07-15,82,0,2,0,84,8119,,
Ibaraki,2020-07-15,177,10,22,1,209,5930,,
Tochigi,2020-07-15,86,0,19,0,103,9645,,
Gunma,2020-07-15,136,19,6,0,161,6320,,
Saitama,2020-07-15,1144,67,357,4,1568,47612,,
Chiba,2020-07-15,959,46,186,0,1191,21490,,
Tokyo,2020-07-15,6608,326,1420,8,8354,125898,,
Kanagawa,2020-07-15,1522,98,206,7,1826,14758,,
Niigata,2020-07-15,83,0,5,0,89,5419,,
Toyama,2020-07-15,206,22,2,0,230,4493,,
Ishikawa,2020-07-15,269,27,4,1,300,2968,,
Fukui,2020-07-15,114,8,3,0,125,3779,,
Yamanashi,2020-07-15,74,1,1,0,76,6341,,
Nagano,2020-07-15,76,,4,0,80,4878,,
Gifu,2020-07-15,151,7,8,1,166,6009,,
Shizuoka,2020-07-15,83,1,13,0,97,9243,,
Aichi,2020-07-15,483,34,15,0,536,14633,,
Mie,2020-07-15,45,1,3,0,50,3123,,
Shiga,2020-07-15,101,1,5,1,107,3026,,
Kyoto,2020-07-15,385,18,65,0,468,12781,,
Osaka,2020-07-15,1826,86,153,5,2065,48476,,
Hyogo,2020-07-15,673,45,30,0,748,17478,,
Nara,2020-07-15,92,2,37,0,131,5045,,
Wakayama,2020-07-15,61,3,20,0,84,4703,,
Tottori,2020-07-15,3,0,2,0,5,2145,,
Shimane,2020-07-15,25,0,0,0,25,1299,,
Okayama,2020-07-15,28,,0,,30,2066,,
Hiroshima,2020-07-15,167,3,14,0,184,8525,,
Yamaguchi,2020-07-15,37,0,0,0,37,2788,,
Tokushima,2020-07-15,4,1,5,0,10,1268,,
Kagawa,2020-07-15,28,0,3,0,31,3229,,
Ehime,2020-07-15,77,5,0,0,82,2693,,
Kochi,2020-07-15,71,3,1,0,75,2051,,
Fukuoka,2020-07-15,833,33,62,4,928,18352,,
Saga,2020-07-15,47,0,0,0,47,1738,,
Nagasaki,2020-07-15,16,1,14,0,31,4277,,
Kumamoto,2020-07-15,46,3,0,0,49,4465,,
Oita,2020-07-15,59,1,0,0,60,5522,,
Miyazaki,2020-07-15,17,0,3,0,20,1748,,
Kagoshima,2020-07-15,49,0,109,0,158,7605,,
Okinawa,2020-07-15,141,7,4,0,148,3381,,
Hokkaido,2020-07-16,1139,102,76,5,1317,24041,,
Aomori,2020-07-16,25,1,4,0,30,1178,,
Iwate,2020-07-16,0,0,0,0,0,1216,,
Miyagi,2020-07-16,100,1,11,0,112,4798,,
Akita,2020-07-16,16,0,0,0,16,1032,,
Yamagata,2020-07-16,70,1,4,0,74,2719,,
Fukushima,2020-07-16,82,0,2,0,84,8232,,
Ibaraki,2020-07-16,181,10,20,1,211,6007,,
Tochigi,2020-07-16,87,0,27,0,107,10106,,
Gunma,2020-07-16,136,19,9,0,164,6443,,
Saitama,2020-07-16,1161,67,389,4,1617,48560,,
Chiba,2020-07-16,967,46,210,0,1223,21977,,
Tokyo,2020-07-16,6771,326,1543,7,8640,130595,,
Kanagawa,2020-07-16,1555,98,223,9,1876,20112,,
Niigata,2020-07-16,83,0,5,0,89,5484,,
Toyama,2020-07-16,206,22,2,0,230,4524,,
Ishikawa,2020-07-16,269,27,4,1,300,2976,,
Fukui,2020-07-16,114,8,3,0,125,3811,,
Yamanashi,2020-07-16,74,1,1,0,76,6387,,
Nagano,2020-07-16,76,,5,0,81,4972,,
Gifu,2020-07-16,151,7,10,1,168,6088,,
Shizuoka,2020-07-16,83,1,15,0,99,9373,,
Aichi,2020-07-16,485,34,29,0,538,14633,,
Mie,2020-07-16,46,1,4,0,52,3198,,
Shiga,2020-07-16,101,1,6,1,108,3131,,
Kyoto,2020-07-16,391,18,68,0,477,13115,,
Osaka,2020-07-16,1830,86,210,6,2126,49535,,
Hyogo,2020-07-16,674,45,41,0,760,17829,,
Nara,2020-07-16,98,2,38,0,138,5045,,
Wakayama,2020-07-16,66,3,15,0,84,4826,,
Tottori,2020-07-16,3,0,2,0,5,2172,,
Shimane,2020-07-16,24,0,1,0,25,1405,,
Okayama,2020-07-16,28,,3,,32,2094,,
Hiroshima,2020-07-16,167,3,22,0,192,8633,,
Yamaguchi,2020-07-16,37,0,1,0,38,2828,,
Tokushima,2020-07-16,4,1,5,0,10,1293,,
Kagawa,2020-07-16,28,0,4,0,42,3287,,
Ehime,2020-07-16,77,5,0,0,82,2704,,
Kochi,2020-07-16,71,3,1,0,76,2089,,
Fukuoka,2020-07-16,837,33,67,4,937,18558,,
Saga,2020-07-16,47,0,0,0,47,1747,,
Nagasaki,2020-07-16,16,1,15,0,32,4424,,
Kumamoto,2020-07-16,46,3,0,0,49,4508,,
Oita,2020-07-16,59,1,0,0,60,5589,,
Miyazaki,2020-07-16,17,0,3,0,20,1759,,
Kagoshima,2020-07-16,74,0,88,0,162,8023,,
Okinawa,2020-07-16,141,7,5,0,149,3414,,
Hokkaido,2020-07-17,1141,102,80,5,1323,24496,,
Aomori,2020-07-17,25,1,4,0,30,1201,,
Iwate,2020-07-17,0,0,0,0,0,1224,,
Miyagi,2020-07-17,100,1,25,0,126,4914,,
Akita,2020-07-17,16,0,0,0,16,1032,,
Yamagata,2020-07-17,70,1,5,0,75,2772,,
Fukushima,2020-07-17,82,0,2,0,84,8368,,
Ibaraki,2020-07-17,186,10,19,2,215,6066,,
Tochigi,2020-07-17,87,0,30,0,112,10326,,
Gunma,2020-07-17,136,19,11,0,166,6443,,
Saitama,2020-07-17,1192,67,409,4,1668,50480,,
Chiba,2020-07-17,967,46,210,0,1223,21977,,
Tokyo,2020-07-17,6909,326,1698,10,8933,134889,,
Kanagawa,2020-07-17,1559,98,262,9,1919,15233,,
Niigata,2020-07-17,83,0,5,0,89,5578,,
Toyama,2020-07-17,206,22,2,0,230,4533,,
Ishikawa,2020-07-17,269,27,5,1,301,2983,,
Fukui,2020-07-17,114,8,4,0,126,3844,,
Yamanashi,2020-07-17,74,1,2,0,77,6427,,
Nagano,2020-07-17,76,,7,0,83,5055,,
Gifu,2020-07-17,151,7,14,1,172,6398,,
Shizuoka,2020-07-17,84,1,17,0,102,9608,,
Aichi,2020-07-17,486,34,49,0,569,14781,,
Mie,2020-07-17,46,1,7,0,55,3227,,
Shiga,2020-07-17,103,1,5,1,109,3177,,
Kyoto,2020-07-17,395,18,77,0,490,13461,,
Osaka,2020-07-17,1873,86,286,4,2245,51997,,
Hyogo,2020-07-17,681,45,51,0,777,18310,,
Nara,2020-07-17,100,2,41,0,143,5045,,
Wakayama,2020-07-17,70,3,14,1,87,4864,,
Tottori,2020-07-17,3,0,2,0,5,2195,,
Shimane,2020-07-17,24,0,1,0,25,1536,,
Okayama,2020-07-17,28,,4,,34,2140,,
Hiroshima,2020-07-17,167,3,28,0,198,8806,,
Yamaguchi,2020-07-17,37,0,4,0,41,2913,,
Tokushima,2020-07-17,4,1,5,0,10,1314,,
Kagawa,2020-07-17,28,0,4,0,42,3287,,
Ehime,2020-07-17,77,5,0,0,82,2707,,
Kochi,2020-07-17,71,3,2,0,76,2103,,
Fukuoka,2020-07-17,848,33,72,3,953,18778,,
Saga,2020-07-17,47,0,0,0,47,1766,,
Nagasaki,2020-07-17,16,1,15,0,32,4519,,
Kumamoto,2020-07-17,46,3,1,0,50,4527,,
Oita,2020-07-17,59,1,0,0,60,5644,,
Miyazaki,2020-07-17,18,0,2,0,20,1770,,
Kagoshima,2020-07-17,88,0,74,0,162,8156,,
Okinawa,2020-07-17,141,7,5,0,149,3457,,
Hokkaido,2020-07-18,1149,102,75,5,1326,24768,,
Aomori,2020-07-18,25,1,4,0,30,1201,,
Iwate,2020-07-18,0,0,0,0,0,1224,,
Miyagi,2020-07-18,100,1,28,0,129,5001,,
Akita,2020-07-18,16,0,3,0,16,1032,,
Yamagata,2020-07-18,71,1,4,0,75,2803,,
Fukushima,2020-07-18,82,0,2,0,84,8456,,
Ibaraki,2020-07-18,190,10,20,2,220,6066,,
Tochigi,2020-07-18,90,0,30,0,118,10552,,
Gunma,2020-07-18,136,19,12,1,167,6701,,
Saitama,2020-07-18,1192,67,409,4,1668,50480,,
Chiba,2020-07-18,995,46,235,2,1276,23084,,
Tokyo,2020-07-18,7003,326,1894,10,9223,137338,,
Kanagawa,2020-07-18,1608,98,262,9,1968,15233,,
Niigata,2020-07-18,83,0,5,0,89,5578,,
Toyama,2020-07-18,206,22,3,0,231,4533,,
Ishikawa,2020-07-18,269,27,7,1,303,3002,,
Fukui,2020-07-18,114,8,4,0,126,3897,,
Yamanashi,2020-07-18,74,1,2,0,77,6427,,
Nagano,2020-07-18,76,,7,0,84,5055,,
Gifu,2020-07-18,151,7,15,0,173,6721,,
Shizuoka,2020-07-18,84,1,19,0,104,9608,,
Aichi,2020-07-18,486,34,68,0,588,15158,,
Mie,2020-07-18,46,1,7,0,55,3236,,
Shiga,2020-07-18,103,1,5,1,109,3285,,
Kyoto,2020-07-18,395,18,77,0,490,13461,,
Osaka,2020-07-18,1873,86,286,4,2245,51997,,
Hyogo,2020-07-18,690,45,66,0,801,18644,,
Nara,2020-07-18,103,2,46,0,151,5045,,
Wakayama,2020-07-18,70,3,16,1,89,4929,,
Tottori,2020-07-18,3,0,2,0,5,2210,,
Shimane,2020-07-18,24,0,1,0,25,1848,,
Okayama,2020-07-18,28,,8,,36,2286,,
Hiroshima,2020-07-18,170,3,35,0,205,8806,,
Yamaguchi,2020-07-18,37,0,5,0,42,3133,,
Tokushima,2020-07-18,4,1,5,0,10,1347,,
Kagawa,2020-07-18,28,0,14,0,42,3418,,
Ehime,2020-07-18,77,5,0,0,82,2707,,
Kochi,2020-07-18,71,3,2,0,76,2116,,
Fukuoka,2020-07-18,854,33,85,3,972,18945,,
Saga,2020-07-18,47,0,0,0,47,1774,,
Nagasaki,2020-07-18,16,1,15,0,32,4692,,
Kumamoto,2020-07-18,46,3,1,0,50,4527,,
Oita,2020-07-18,59,1,0,0,60,5675,,
Miyazaki,2020-07-18,18,0,2,0,20,1770,,
Kagoshima,2020-07-18,89,0,75,0,164,8267,,
Okinawa,2020-07-18,142,7,4,0,149,3457,,
Hokkaido,2020-07-19,1156,102,81,5,1339,25042,,
Aomori,2020-07-19,25,1,4,0,30,1201,,
Iwate,2020-07-19,0,0,0,0,0,1224,,
Miyagi,2020-07-19,100,1,31,0,132,5103,,
Akita,2020-07-19,16,0,0,0,16,1032,,
Yamagata,2020-07-19,71,1,4,0,75,2817,,
Fukushima,2020-07-19,82,0,2,0,84,8488,,
Ibaraki,2020-07-19,193,10,22,2,225,6066,,
Tochigi,2020-07-19,90,0,30,0,124,10851,,
Gunma,2020-07-19,136,19,12,1,167,6836,,
Saitama,2020-07-19,1247,67,440,6,1754,50742,,
Chiba,2020-07-19,1004,46,250,2,1300,23565,,
Tokyo,2020-07-19,7057,326,2028,12,9411,137338,,
Kanagawa,2020-07-19,1638,98,262,9,1998,15233,,
Niigata,2020-07-19,83,0,5,0,89,5578,,
Toyama,2020-07-19,206,22,3,0,231,4533,,
Ishikawa,2020-07-19,270,27,6,1,303,3005,,
Fukui,2020-07-19,114,8,4,0,126,4005,,
Yamanashi,2020-07-19,74,1,2,0,77,6427,,
Nagano,2020-07-19,76,,7,0,84,5055,,
Gifu,2020-07-19,151,7,19,0,177,6981,,
Shizuoka,2020-07-19,84,1,19,0,104,9608,,
Aichi,2020-07-19,489,34,90,0,613,15158,,
Mie,2020-07-19,46,1,8,0,56,3299,,
Shiga,2020-07-19,103,1,6,1,110,3296,,
Kyoto,2020-07-19,395,18,77,0,490,13461,,
Osaka,2020-07-19,1873,86,286,4,2245,51997,,
Hyogo,2020-07-19,697,45,71,0,813,18933,,
Nara,2020-07-19,103,2,49,0,154,5045,,
Wakayama,2020-07-19,73,3,13,1,89,4984,,
Tottori,2020-07-19,3,0,2,0,5,2214,,
Shimane,2020-07-19,24,0,1,0,25,1992,,
Okayama,2020-07-19,28,,9,,41,2341,,
Hiroshima,2020-07-19,170,3,35,0,207,8806,,
Yamaguchi,2020-07-19,37,0,5,0,42,3230,,
Tokushima,2020-07-19,4,1,5,0,10,1415,,
Kagawa,2020-07-19,28,0,16,0,44,3607,,
Ehime,2020-07-19,77,5,0,0,82,2707,,
Kochi,2020-07-19,71,3,2,0,76,2130,,
Fukuoka,2020-07-19,863,33,100,3,996,19119,,
Saga,2020-07-19,47,0,0,0,47,1781,,
Nagasaki,2020-07-19,16,1,23,,40,4753,,
Kumamoto,2020-07-19,46,3,1,0,50,4527,,
Oita,2020-07-19,59,1,0,0,60,5689,,
Miyazaki,2020-07-19,18,0,2,0,20,1770,,
Kagoshima,2020-07-19,89,0,75,0,165,8314,,
Okinawa,2020-07-19,142,7,6,0,151,3457,,
Hokkaido,2020-07-20,1158,102,88,5,1348,25289,,
Aomori,2020-07-20,25,1,4,0,30,1287,,
Iwate,2020-07-20,0,0,0,0,0,1260,,
Miyagi,2020-07-20,104,1,27,0,132,5132,,
Akita,2020-07-20,16,0,0,0,16,1041,,
Yamagata,2020-07-20,72,1,3,0,75,2822,,
Fukushima,2020-07-20,82,0,2,0,84,8535,,
Ibaraki,2020-07-20,194,10,22,3,226,6311,,
Tochigi,2020-07-20,90,0,46,0,133,10936,,
Gunma,2020-07-20,136,19,12,1,167,6932,,
Saitama,2020-07-20,1292,69,422,7,1783,51993,,
Chiba,2020-07-20,1014,46,258,2,1318,23893,,
Tokyo,2020-07-20,7312,327,1940,13,9579,143292,,
Kanagawa,2020-07-20,1614,98,297,9,2009,15655,,
Niigata,2020-07-20,84,0,5,0,90,5716,,
Toyama,2020-07-20,206,22,3,0,231,4791,,
Ishikawa,2020-07-20,270,27,6,1,303,3017,,
Fukui,2020-07-20,114,8,4,0,126,4005,,
Yamanashi,2020-07-20,75,1,2,0,78,6569,,
Nagano,2020-07-20,77,,7,0,84,5206,,
Gifu,2020-07-20,154,7,19,0,180,7153,,
Shizuoka,2020-07-20,88,1,20,0,109,9608,,
Aichi,2020-07-20,489,34,111,0,640,16041,,
Mie,2020-07-20,46,1,9,0,57,3307,,
Shiga,2020-07-20,103,1,7,1,111,3310,,
Kyoto,2020-07-20,403,18,118,0,539,14205,,
Osaka,2020-07-20,1931,86,452,5,2469,54929,,
Hyogo,2020-07-20,703,45,86,0,834,19089,,
Nara,2020-07-20,105,2,49,0,156,5045,,
Wakayama,2020-07-20,73,3,17,1,93,5067,,
Tottori,2020-07-20,3,0,2,0,5,2232,,
Shimane,2020-07-20,24,0,1,0,25,1997,,
Okayama,2020-07-20,30,,10,,43,2369,,
Hiroshima,2020-07-20,175,3,32,0,209,9284,,
Yamaguchi,2020-07-20,37,0,5,0,42,3260,,
Tokushima,2020-07-20,4,1,5,0,10,1430,,
Kagawa,2020-07-20,28,0,16,0,44,3836,,
Ehime,2020-07-20,77,5,1,0,83,2731,,
Kochi,2020-07-20,71,3,2,0,76,2136,,
Fukuoka,2020-07-20,864,33,131,4,1028,19350,,
Saga,2020-07-20,47,0,1,0,48,1789,,
Nagasaki,2020-07-20,16,1,23,,40,4789,,
Kumamoto,2020-07-20,46,3,1,0,50,4554,,
Oita,2020-07-20,59,1,0,0,60,5729,,
Miyazaki,2020-07-20,18,0,2,0,20,1823,,
Kagoshima,2020-07-20,101,0,69,0,170,8314,,
Okinawa,2020-07-20,142,7,8,0,153,3655,,
Hokkaido,2020-07-21,1164,102,85,5,1351,25483,,
Aomori,2020-07-21,25,1,4,0,30,1297,,
Iwate,2020-07-21,0,0,0,0,0,1279,,
Miyagi,2020-07-21,109,1,26,0,136,5177,,
Akita,2020-07-21,16,0,0,0,16,1048,,
Yamagata,2020-07-21,72,1,3,0,75,2826,,
Fukushima,2020-07-21,82,0,2,0,84,8639,,
Ibaraki,2020-07-21,197,10,23,2,230,6329,,
Tochigi,2020-07-21,91,0,47,0,136,11119,,
Gunma,2020-07-21,137,19,13,1,169,7106,,
Saitama,2020-07-21,1308,70,452,7,1830,54741,,
Chiba,2020-07-21,1038,46,249,2,1333,24141,,
Tokyo,2020-07-21,7513,327,1976,14,9816,147314,,
Kanagawa,2020-07-21,1768,98,173,7,2039,15855,,
Niigata,2020-07-21,84,0,5,0,90,5779,,
Toyama,2020-07-21,206,22,5,0,233,4855,,
Ishikawa,2020-07-21,270,27,9,1,306,3026,,
Fukui,2020-07-21,115,8,3,0,126,4234,,
Yamanashi,2020-07-21,75,1,3,0,79,6617,,
Nagano,2020-07-21,77,,9,0,86,5343,,
Gifu,2020-07-21,155,7,32,0,194,7528,,
Shizuoka,2020-07-21,88,1,20,0,109,9608,,
Aichi,2020-07-21,491,34,130,0,655,16041,,
Mie,2020-07-21,47,1,9,0,58,3335,,
Shiga,2020-07-21,103,1,13,1,117,3359,,
Kyoto,2020-07-21,410,18,138,1,566,14454,,
Osaka,2020-07-21,1958,86,497,8,2541,56462,,
Hyogo,2020-07-21,705,45,91,0,841,19396,,
Nara,2020-07-21,114,2,47,1,163,5045,,
Wakayama,2020-07-21,75,3,18,1,96,5105,,
Tottori,2020-07-21,3,0,2,0,5,2246,,
Shimane,2020-07-21,24,0,1,0,25,2010,,
Okayama,2020-07-21,31,,13,,44,2398,,
Hiroshima,2020-07-21,178,3,33,0,213,9379,,
Yamaguchi,2020-07-21,37,0,5,0,42,3319,,
Tokushima,2020-07-21,4,1,5,0,10,1440,,
Kagawa,2020-07-21,28,0,16,0,44,3921,,
Ehime,2020-07-21,77,5,1,0,83,2743,,
Kochi,2020-07-21,72,3,1,0,76,2137,,
Fukuoka,2020-07-21,870,33,157,4,1060,19537,,
Saga,2020-07-21,47,0,2,0,49,1801,,
Nagasaki,2020-07-21,16,1,27,,44,5020,,
Kumamoto,2020-07-21,46,3,2,0,51,4588,,
Oita,2020-07-21,59,1,0,0,60,5819,,
Miyazaki,2020-07-21,18,0,2,0,20,1838,,
Kagoshima,2020-07-21,108,0,63,0,172,8314,,
Okinawa,2020-07-21,143,7,9,0,155,3777,,
Hokkaido,2020-07-22,1171,102,88,5,1361,25699,,
Aomori,2020-07-22,26,1,4,0,31,1317,,
Iwate,2020-07-22,0,0,0,0,0,1290,,
Miyagi,2020-07-22,113,1,22,0,136,5288,,
Akita,2020-07-22,16,0,0,0,16,1054,,
Yamagata,2020-07-22,72,1,3,0,75,2832,,
Fukushima,2020-07-22,82,0,3,0,85,8752,,
Ibaraki,2020-07-22,199,10,26,2,235,6442,,
Tochigi,2020-07-22,95,0,46,0,139,11552,,
Gunma,2020-07-22,138,19,17,1,174,7184,,
Saitama,2020-07-22,1377,70,444,5,1891,55580,,
Chiba,2020-07-22,1038,46,249,2,1333,24141,,
Tokyo,2020-07-22,7767,327,1960,18,10054,151630,,
Kanagawa,2020-07-22,1714,98,295,7,2107,16219,,
Niigata,2020-07-22,85,0,6,0,92,5858,,
Toyama,2020-07-22,206,22,6,0,234,4874,,
Ishikawa,2020-07-22,270,27,9,1,306,3030,,
Fukui,2020-07-22,115,8,3,0,126,4351,,
Yamanashi,2020-07-22,75,1,4,0,80,6681,,
Nagano,2020-07-22,77,,9,0,86,5467,,
Gifu,2020-07-22,156,7,37,0,200,7897,,
Shizuoka,2020-07-22,89,1,29,0,119,10472,,
Aichi,2020-07-22,493,35,181,0,714,16828,,
Mie,2020-07-22,47,1,9,0,58,3383,,
Shiga,2020-07-22,104,1,23,1,128,3449,,
Kyoto,2020-07-22,422,18,146,1,586,14909,,
Osaka,2020-07-22,2012,86,564,10,2662,57990,,
Hyogo,2020-07-22,706,45,102,0,853,20016,,
Nara,2020-07-22,122,2,47,1,171,7978,,
Wakayama,2020-07-22,81,3,16,1,100,5210,,
Tottori,2020-07-22,4,0,1,0,5,2255,,
Shimane,2020-07-22,24,0,1,0,26,2033,,
Okayama,2020-07-22,31,,13,,44,2459,,
Hiroshima,2020-07-22,179,3,39,0,220,9665,,
Yamaguchi,2020-07-22,37,0,5,0,43,3375,,
Tokushima,2020-07-22,4,1,5,0,10,1470,,
Kagawa,2020-07-22,28,0,16,0,44,4149,,
Ehime,2020-07-22,77,5,1,0,83,2757,,
Kochi,2020-07-22,72,3,2,0,77,2148,,
Fukuoka,2020-07-22,877,33,203,4,1113,19892,,
Saga,2020-07-22,47,0,8,0,55,1836,,
Nagasaki,2020-07-22,16,1,30,,47,5241,,
Kumamoto,2020-07-22,46,3,3,0,52,4607,,
Oita,2020-07-22,59,1,0,0,60,5913,,
Miyazaki,2020-07-22,18,0,2,0,20,1868,,
Kagoshima,2020-07-22,108,0,63,0,172,8314,,
Okinawa,2020-07-22,143,7,11,0,157,3830,,
Hokkaido,2020-07-23,1175,103,90,5,1367,26110,,
Aomori,2020-07-23,26,1,4,0,31,1317,,
Iwate,2020-07-23,0,0,0,0,0,1290,,
Miyagi,2020-07-23,120,1,17,0,138,5385,,
Akita,2020-07-23,16,0,0,0,16,1054,,
Yamagata,2020-07-23,72,1,3,0,75,2841,,
Fukushima,2020-07-23,82,0,4,0,86,8836,,
Ibaraki,2020-07-23,201,10,26,1,237,6442,,
Tochigi,2020-07-23,97,0,46,0,147,11837,,
Gunma,2020-07-23,138,19,20,2,177,7256,,
Saitama,2020-07-23,1404,71,480,5,1955,55838,,
Chiba,2020-07-23,1070,46,290,3,1406,24972,,
Tokyo,2020-07-23,7852,327,2241,21,10420,151630,,
Kanagawa,2020-07-23,1759,98,303,7,2160,16219,,
Niigata,2020-07-23,85,0,6,0,92,5858,,
Toyama,2020-07-23,207,22,6,0,235,4874,,
Ishikawa,2020-07-23,270,27,10,1,307,3056,,
Fukui,2020-07-23,115,8,4,0,127,4445,,
Yamanashi,2020-07-23,75,1,4,0,80,6681,,
Nagano,2020-07-23,77,,9,0,86,5531,,
Gifu,2020-07-23,159,7,42,0,208,8212,,
Shizuoka,2020-07-23,89,1,29,0,119,10472,,
Aichi,2020-07-23,496,35,241,1,772,16828,,
Mie,2020-07-23,49,1,8,0,59,3435,,
Shiga,2020-07-23,105,1,39,2,145,3573,,
Kyoto,2020-07-23,422,18,146,1,586,14909,,
Osaka,2020-07-23,2046,86,634,13,2766,59472,,
Hyogo,2020-07-23,725,45,113,0,883,20675,,
Nara,2020-07-23,124,2,58,1,184,7978,,
Wakayama,2020-07-23,81,3,25,1,109,5306,,
Tottori,2020-07-23,4,0,1,0,5,2261,,
Shimane,2020-07-23,24,0,1,0,26,2046,,
Okayama,2020-07-23,32,,12,,45,2507,,
Hiroshima,2020-07-23,185,3,40,0,227,9665,,
Yamaguchi,2020-07-23,37,0,10,0,47,3440,,
Tokushima,2020-07-23,4,1,5,0,10,1487,,
Kagawa,2020-07-23,28,0,17,0,45,4184,,
Ehime,2020-07-23,77,5,1,0,83,2757,,
Kochi,2020-07-23,72,3,2,0,77,2155,,
Fukuoka,2020-07-23,890,33,251,3,1174,20267,,
Saga,2020-07-23,47,0,10,0,57,1864,,
Nagasaki,2020-07-23,16,1,30,,47,5522,,
Kumamoto,2020-07-23,46,3,8,0,57,4607,,
Oita,2020-07-23,59,1,0,0,60,5950,,
Miyazaki,2020-07-23,18,0,5,0,23,1868,,
Kagoshima,2020-07-23,112,0,62,0,174,8642,,
Okinawa,2020-07-23,143,7,16,1,162,5941,,
Hokkaido,2020-07-24,1181,103,87,4,1371,26444,,
Aomori,2020-07-24,26,1,4,0,31,1317,,
Iwate,2020-07-24,0,0,0,0,0,1290,,
Miyagi,2020-07-24,123,1,16,0,140,5464,,
Akita,2020-07-24,16,0,0,0,16,1054,,
Yamagata,2020-07-24,72,1,3,0,75,2845,,
Fukushima,2020-07-24,82,0,4,0,86,8913,,
Ibaraki,2020-07-24,201,10,28,1,239,6442,,
Tochigi,2020-07-24,97,0,46,0,147,11980,,
Gunma,2020-07-24,139,19,19,2,177,7279,,
Saitama,2020-07-24,1443,71,486,4,2000,56104,,
Chiba,2020-07-24,1086,46,300,5,1432,25561,,
Tokyo,2020-07-24,7914,327,2439,16,10680,151630,,
Kanagawa,2020-07-24,1787,98,303,7,2188,16219,,
Niigata,2020-07-24,85,0,6,0,92,5858,,
Toyama,2020-07-24,207,22,6,0,235,4874,,
